Name,Model,Price,Dealer,Used,Condition,Mileage,MPG,Body Style,Exterior Color,Interior Color,Transmission,Drive Train,Fuel Type,Engine,Other Features
2015 Chevrolet,Camaro LT," $16,900 ",Freehold Dodge Inc,"123,968 mi",USED,"1,23,968",18 City / 28 Hwy,Convertible,Silver,Black,Automatic,RWD,Gasoline,6 Cyl,"[' 3-Point Seat Belts ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Air Conditioning ', ' Air Filtration ', ' Airbag Deactivation (Passenger) ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Armrest ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Bluetooth ', ' Body Colored Bumpers ', ' Center Console ', ' Child Seat Anchors ', ' Cloth Seats ', ' Cloth Upholstery ', ' Color Coded Mirrors ', ' Compact Spare Tire ', ' Cruise Control ', ' Daytime Running Lights ', ' Digital Info Center ', ' Dual-Zone Climate Control ', ' Electronic Brake Force Distribution ', ' Electronic Messaging Assistance ', ' Emergency Trunk Release ', ' Energy Absorbing Steering Column ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Crumple Zones ', ' Front Headrests ', ' Front Side Airbags ', ' Front Stabilizer Bar ', ' Fuel Data Display ', ' GPS Navigation ', ' Halogen Headlights ', ' Handsfree/Bluetooth Integration ', ' Impact Absorbing Bumpers ', ' Independent Suspension ', ' Inside Rear-View Mirror - Manual Day/Night ', ' Intermittent Wipers ', ' Keyless Entry ', ' Low Fuel Level Indicator ', ' MacPherson Front Suspension ', ' One-Touch Power Windows ', ' Panic Button ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Reading Lights ', ' Rear Bench Seat ', ' Rear Crumple Zones ', ' Rear Stabilizer Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Seat Belt Pretensioners ', ' Seat Belt Warning System ', ' Spoiler ', ' Sport Seats ', ' Sport Suspension ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Traction Control ', ' Trip Odometer ', ' Vanity Mirror/Light ', ' Voice-Activated Command System ', ' Warranty ', ' Window Lockout Button ', ' iPhone Adapter ', ' iPod Adapter ']"
2013 Chrysler,200 S," $16,990 ",Carvana New York City,"52,317 mi",USED,"52,317",19 City / 28 Hwy,Convertible,Red,Black,Automatic,FWD,Flexible-Fuel,6 Cyl,"[' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Bluetooth ', ' CD (Single Disc) ', ' Cruise Control ', ' Dual Airbags ', ' Fog Lights ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' MP3 ', ' Power Locks ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Remote Start ', ' Satellite Radio ', ' Side Airbags ', ' Stability Control ', ' Traction Control ', ' Uconnect System ']"
2017 Fiat,500C Lounge," $16,995 ",Mb Motorsports LLC,"44,209 mi",USED,"44,209",31 City / 38 Hwy,Convertible,Brown,Brown,Automatic,FWD,Gasoline,4 Cyl,"[' 15 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 6 Speakers ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Side Moldings ', ' Braking Assist ', ' Bucket Seats ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' Heated Seats ', ' Illuminated Entry ', ' Independent Suspension ', ' Keyless Entry ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather Trimmed Seats ', ' Overhead Airbag ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Radio Data System ', ' Reading Lights ', ' Rear Window Defroster ', ' Satellite Radio ', ' Split/Folding Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Uconnect System ', ' Vanity Mirror/Light ']"
2014 BMW,4 Series 428i," $17,488 ",Certified Performance Motors,"92,587 mi",USED,"92,587",23 City / 34 Hwy,Convertible,White,Tan,Automatic,RWD,Gasoline,4 Cyl,"[' 17 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Lumbar Support ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Head Restraint Whiplash Protection ', ' Headlight Washers ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leather Trimmed Interior ', ' Leatherette Seats ', ' Luxury Line Package ', ' MP3 ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Smart Key ', ' Speed-Sensing Steering ', ' Sport Steering Wheel ', ' Sportline Package ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' USB Audio Interface ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Wood Dash Trim ', ' Wood Door Trim ', ' Wood Trimmed Interior ']"
2013 Audi,A5 Premium Plus," $17,490 ",New Country Audi of Greenwich,"87,989 mi",USED,"87,989",20 City / 30 Hwy,Convertible,Blue,Tan,Automatic,AWD,Gasoline,4 Cyl,"[' 10 Speakers ', ' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Compass ', ' Convenience Package ', ' Cruise Control ', ' DVD ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Disk Drive ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Lighting Package ', ' MMI Navigation Plus Package ', ' Memorized Settings ', ' Navigation System ', ' Panic Button ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Adjustable Headrest ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Plus Package ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Speed-Sensing Steering ', ' Split/Folding Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Steering Wheel Memory ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Wind Deflector ']"
2016 Chevrolet,Camaro 1LT," $17,495 ",Auto Gallery Imports Inc,"110,160 mi",USED,"1,10,160",19 City / 28 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,6 Cyl,"[' Bluetooth ', ' Bose Sound System ', ' GPS Navigation ', ' Heated Seats ', ' Keyless Ignition ', ' Leather Seats ', ' Navigation System ', ' Parking Sensors ', ' Power Windows ', ' Premium Package ', ' Rear View Camera ', ' Rear-View Camera ']"
2013 Volkswagen,Beetle 2.5L," $17,898 ",Reydel Volkswagen,"92,633 mi",USED,"92,633",21 City / 27 Hwy,Convertible,Red,Black,Automatic,FWD,Gasoline,5 Cyl,"[' 3-Point Seat Belts ', ' 8 Speakers ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' Airbag Deactivation (Passenger) ', ' Alert System Impact Sensor ', ' Ambient Lighting ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Armrest Storage ', ' Automatic Hazard Warning Lights ', ' Aux Audio Adapter ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Center Console ', ' Child Seat Anchors ', ' Chrome Trimmed Interior ', ' Clock ', ' Color Coded Mirrors ', ' Compact Spare Tire ', ' Cruise Control ', ' Daytime Running Lights ', ' Door Unlock Impact Sensor ', ' Driver Adjustable Lumbar ', ' Dual-Zone Climate Control ', ' Electronic Brake Force Distribution ', ' Emergency Trunk Release ', ' Engine Immobilizer ', ' Floor Mats ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Crumple Zones ', ' Front Headrests ', ' Front Side Airbags ', ' Front Stabilizer Bar ', ' Front Ventilated Disc Brakes ', ' Fuel Cut-Off Impact Sensor ', ' Halogen Headlights ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' Hill Assist System ', ' Independent Suspension ', ' Inside Rear-View Mirror - Manual Day/Night ', ' Intermittent Wipers ', ' Keyless Entry ', ' Leather Seats ', ' Leatherette Seats ', ' Low Fuel Level Indicator ', ' MP3 ', ' MacPherson Front Suspension ', ' One-Touch Power Windows ', ' Panic Button ', ' Partial Zero Emissions Vehicle ', ' Passenger Sensing Airbag ', ' Post-Collision Safety System ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Reading Lights ', ' Rear Bench Seat ', ' Rear Disc Brakes ', ' Rear Headrests ', ' Rear Stabilizer Bar ', ' Rear Window Defroster ', ' Remote Trunk Release ', ' Rollover Protection Bars ', ' Running Boards ', ' Safety Brake Pedal System ', ' Seat Belt Pretensioners ', ' Seat Belt Warning System ', ' Side Airbags ', ' Side Curtain Airbags ', ' Split/Folding Seats ', ' Spoiler ', ' Stability Control ', ' Steel Spare Wheel Rim ', ' Tachometer ', ' Thermometer ', ' Traction Control ', ' Trip Odometer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Warranty ', ' Window Lockout Button ', ' Windshield Wiper Heater ', ' iPhone Adapter ', ' iPod Adapter ']"
2015 Ford,Mustang EcoBoost Premium," $17,985 ",East Coast Auto Group Inc,"98,465 mi",USED,"98,465",22 City / 31 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 4-Passenger Seating ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Active Noise Cancellation ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' Alloy Wheels ', ' Alloy/Leather Shift Knob Trim ', ' Aluminum Dash Trim ', ' Aluminum Interior Accents ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Black Grille ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Cargo Area Light ', ' Chrome Dash Trim ', ' Chrome Trimmed Interior ', ' Color Coded Mirrors ', ' Compass ', ' Console ', ' Cooled Seats ', ' Cruise Control ', ' Cup Holder ', ' Delay-Off Headlights ', ' Delayed Accessory Power ', ' Door Bin ', ' Driver Adjustable Lumbar ', ' Driver Foot Rest ', ' Dual Exhaust ', ' Dual-Zone Climate Control ', ' EcoBoost ', ' Engine Immobilizer ', ' Fade-To-Off Interior Lighting ', ' Floor Mats ', ' Fog Lights ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Center Armrest ', ' Front Headrests ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Ventilated Disc Brakes ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' High Performance Tires ', ' High-Beam Assist ', ' Hill Assist System ', ' Illuminated Entry ', ' Illuminated Glove Box ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather/Aluminum Steering Wheel Trim ', ' Leatherette Door Trim ', ' Leatherette Seats ', ' Limited Slip Differential ', ' Locking Differential ', ' Locking Glove Box ', ' MP3 ', ' Maintenance Free Battery ', ' Multi-Zone Climate Control ', ' One-Touch Power Windows ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Tailgate ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Bench Seat ', ' Rear Headrests ', ' Rear Power Windows ', ' Rear Ventilated Disc Brakes ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Remote Windows ', ' Satellite Radio ', ' Side Airbags ', ' Smart Key ', ' Spoiler ', ' Spotter Mirrors ', ' Stability Control ', ' Steering Wheel Controls ', ' Sync with MyFord ', ' Tachometer ', ' Thermometer ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Trip Odometer ', ' Turn Signal Mirrors ', ' USB Adapter ', ' Vanity Mirror/Light ', ' Voice-Activated Command System ']"
2014 Fiat,500C Lounge," $18,450 ",Dch Montclair Acura,"7,476 mi",USED,"7,476",––,Convertible,Black,Black,Automatic,FWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' BeatsAudio Sound System ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Cloth Seats ', ' Cruise Control ', ' Daytime Running Lights ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' High Performance Tires ', ' Intermittent Wipers ', ' Keyless Entry ', ' Leather Package ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Luxury Package ', ' MP3 ', ' Parking Sensors ', ' Pass-Through Rear Seat ', ' Power Locks ', ' Power Mirrors ', ' Power Steering ', ' Power Windows ', ' Rear Head Airbags ', ' Rear Side Airbags ', ' Rear Window Defroster ', ' Satellite Radio ', ' Side Airbag ', ' Stability Control ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Vanity Mirror/Light ', ' iPod Adapter ']"
2013 Mini,Cooper Convertible S," $18,485 ",Motorhub Inc,"52,880 mi",USED,"52,880",26 City / 35 Hwy,Convertible,Red,Black,––,FWD,Gasoline,4 Cyl,"[' 2-Stage Unlocking ', ' 3-Point Seat Belts ', ' 6 Speakers ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' Airbag Deactivation (Passenger) ', ' Alloy Wheels ', ' Aluminum Dash Trim ', ' Aluminum Door Trim ', ' Aluminum Shift Knob Trim ', ' Ambient Lighting ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto-Dimming Mirror ', ' Automatic Hazard Warning Lights ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Bench Seat ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' CD (Single Disc) ', ' Cargo Area Light ', ' Center Console ', ' Child Seat Anchors ', ' Clock ', ' Color Coded Mirrors ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Digital Info Center ', ' Door Pockets ', ' Door Unlock Impact Sensor ', ' Dual Exhaust ', ' Electronic Brake Force Distribution ', ' Engine Immobilizer ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Crumple Zones ', ' Front Side Airbags ', ' Front Stabilizer Bar ', ' Fuel Data Display ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Hill Assist System ', ' Independent Suspension ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leatherette Seats ', ' Low Fuel Level Indicator ', ' MP3 ', ' MacPherson Front Suspension ', ' Multi-Link Suspension ', ' One-Touch Power Windows ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Ducts ', ' Rear Disc Brakes ', ' Rear Headrests ', ' Rear Stabilizer Bar ', ' Rear Window Defroster ', ' Remote Trunk Release ', ' Retained Accessory Power ', ' Rollover Protection Bars ', ' Run-Flat Tires ', ' Satellite Radio ', ' Seat Belt Pretensioners ', ' Seat Belt Warning System ', ' Side Impact Door Beam ', ' Speed Sensitive Volume Control ', ' Split/Folding Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Sunroof ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Odometer ', ' Vanity Mirror/Light ', ' Ventilated Disc Brakes ', ' Wind Deflector ', ' Window Lockout Button ', ' iPod Adapter ']"
2014 Ford,Mustang ," $18,590 ",Carvana Newark,"88,611 mi",USED,"88,611",19 City / 30 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,6 Cyl,"[' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Bluetooth ', ' CD (Single Disc) ', ' Cruise Control ', ' Dual Airbags ', ' High Intensity Discharge Headlights ', ' Hill Assist System ', ' Keyless Entry ', ' MP3 ', ' Power Locks ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Side Airbags ', ' Stability Control ', ' Technology Package ', ' Traction Control ']"
2013 Mini,Cooper Convertible S," $18,621 ",Dch Montclair Acura,"37,323 mi",USED,"37,323",26 City / 35 Hwy,Convertible,White,Black,Manual,FWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' All-Season Tires ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Bluetooth ', ' Bucket Seats ', ' CD (Single Disc) ', ' Cruise Control ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Intermittent Wipers ', ' Keyless Entry ', ' Leather Steering Wheel ', ' MP3 ', ' Pass-Through Rear Seat ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Windows ', ' Reading Lights ', ' Rear Window Defroster ', ' Rollover Protection Bars ', ' Side Airbag ', ' Stability Control ', ' Steering Wheel Controls ', ' Sun/Moonroof ', ' Sunroof ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' iPod Adapter ']"
2013 Volkswagen,Beetle 2.5L," $18,987 ",Joe Heidt Motors Corp,"75,510 mi",USED,"75,510",21 City / 27 Hwy,Convertible,Black,Tan,Automatic,FWD,Gasoline,5 Cyl,"[' 17 Inch Wheels ', ' 8 Speakers ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' All-Season Tires ', ' Alloy Wheels ', ' Ambient Lighting ', ' Anti-Lock Brakes ', ' Armrest ', ' Aux Audio Adapter ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Center Console ', ' Child Seat Anchors ', ' Color Coded Mirrors ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Electronic Brake Force Distribution ', ' Floor Mats ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Side Airbags ', ' Glove Box ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' Intelligent Crash Response System ', ' Intermittent Wipers ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leatherette Seats ', ' Locking Glove Box ', ' MP3 ', ' Multi-Link Suspension ', ' One-Touch Power Windows ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Windows ', ' Reading Lights ', ' Rear Disc Brakes ', ' Rollover Protection Bars ', ' Side Impact Door Beam ', ' Split/Folding Seats ', ' Spoiler ', ' Stability Control ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turbocharger ', ' Vanity Mirror/Light ', ' Windshield Wiper Heater ', ' iPod Adapter ']"
2015 Mini,Cooper Convertible S," $18,990 ",Carvana Newark,"81,671 mi",USED,"81,671",26 City / 35 Hwy,Convertible,Gray,Tan,Manual,FWD,Gasoline,4 Cyl,"[' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Bluetooth ', ' CD (Single Disc) ', ' Cruise Control ', ' Daytime Running Lights ', ' Dual Airbags ', ' Fog Lights ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Keyless Entry ', ' Keyless Ignition ', ' MP3 ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbags ', ' Stability Control ', ' Traction Control ']"
2014 Ford,Mustang V6 Premium," $18,995 ",Automotive Avenues LLC,"46,883 mi",USED,"46,883",19 City / 30 Hwy,Convertible,Silver,Black,Automatic,RWD,Gasoline,6 Cyl,"[' 17 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 8 Speakers ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Aluminum Dash Trim ', ' Aluminum Interior Accents ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Appearance Package ', ' Auto-Dimming Mirror ', ' Aux Audio Adapter ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Cargo Area Light ', ' Center Console ', ' Clock ', ' Color Coded Mirrors ', ' Compass ', ' Cruise Control ', ' Cup Holder ', ' Delayed Accessory Power ', ' Digital Info Center ', ' Door Bin ', ' Driver Adjustable Lumbar ', ' Driver Foot Rest ', ' Dual Exhaust ', ' Fade-To-Off Interior Lighting ', ' Floor Mats ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Center Armrest ', ' Front Headrests ', ' Front Ventilated Disc Brakes ', ' GPS Navigation ', ' Glove Box ', ' Handsfree/Bluetooth Integration ', ' High Intensity Discharge Headlights ', ' High-Beam Assist ', ' Hill Assist System ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather Trimmed Interior ', ' Leather/Aluminum Steering Wheel Trim ', ' Limited Slip Differential ', ' MP3 ', ' Maintenance Free Battery ', ' Multi-Link Suspension ', ' Navigation System ', ' One-Touch Power Windows ', ' Panic Button ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Driver) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Anti-Roll Bar ', ' Rear Headrests ', ' Rear Power Windows ', ' Rear Ventilated Disc Brakes ', ' Rear Window Defroster ', ' Remote Trunk Release ', ' Satellite Radio ', ' Seat Memory ', ' Shaker Sound System ', ' Side Airbags ', ' Speed Sensitive Volume Control ', ' Speed-Sensing Steering ', ' Spoiler ', ' Stability Control ', ' Steering Wheel Controls ', ' Sync ', ' Tachometer ', ' Thermometer ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Trip Odometer ', ' USB Adapter ', ' Vanity Mirror/Light ', ' Vinyl Seats ']"
